Main CAT,Sub CAT,Class,Sub Class,Company,Brand,SKU Description,Year,Total Sellout,Data_Quality_Flag
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 45G,2025,2044487.716,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS CHOCOLATE 45G,2025,285304.63399999944,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Mini Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS MINIATURES 150G,2025,1227513.544000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Mini Bars,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Snickers,SNICKERS MINIATURES 150G,2025,224035.53199999983,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Fruit & Nut Chocolate Bars,شركة مها أحمد الجفالي لتسويق المواد الغذائية,Gandour,GANDOUR HAWAII 30G,2025,20348.46900000005,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Fruit & Nut Chocolate Bars,شركة مها أحمد الجفالي لتسويق المواد الغذائية,Gandour,GANDOUR HAWAII 30G,2025,14746.811000000014,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Wafer Chocolate Bars,شركة مها أحمد الجفالي لتسويق المواد الغذائية,Unbranded,GANDOUR SAFARI CARAMEL WFR 28G,2026,1555.973337000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مونديليز العربية للتجارة,Cadbury,CADBURY FLAKES 28G,2025,351353.78300000075,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,شركة مونديليز العربية للتجارة,Cadbury,CADBURY FLAKES 28G,2025,78685.37799999944,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Mini Bars,شركة مونديليز العربية للتجارة,Toblerone,TOBLERONE MINI 168G,2025,358912.79300000094,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Mini Bars,شركة مونديليز العربية للتجارة,Toblerone,TOBLERONE MINI 168G,2025,57101.47100000004,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Bars,Milk Chocolate Bars,مؤسسات سقالة التجارية,Ozmo,OZMO FUN CHOCOLATE MILK 23G,2026,37826.673757999946,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Mini Wafer Bites,شركة فيرجلف السعودية للتجارة,Ferrero,FERRERO ROCHER T24 300G,2025,8071.800000000007,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Milk Chocolate Coated Wafers,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Twix,TWIX BISCUIT 25G,2025,213540.02,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Milk Chocolate Coated Wafers,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Twix,TWIX BISCUIT 25G,2025,40896.87999999988,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Caramel Chocolate Wafers,شركة مها أحمد الجفالي لتسويق المواد الغذائية,Unbranded,GANDOUR SAFARI CARAMEL WFR 28G,2026,1232.5560520000015,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Caramel Chocolate Wafers,شركة نستله العربية السعودية,Nestle,NESTLE WAFER 28G,2025,4975.490000000002,whitespace_cleaned:Company|sku_trailing_period_removed|company_spelling_standardized|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Milk Chocolate Coated Wafers,شركة نستله العربية السعودية,Nestle,NESTLE WAFER 28G,2025,6103.629999999991,whitespace_cleaned:Company|sku_trailing_period_removed|company_spelling_standardized|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Milk Chocolate Coated Wafers,شركة نستله العربية السعودية,Tola,TOLA x 5G,2025,17803.77599999999,whitespace_cleaned:Company|sku_trailing_period_removed|company_spelling_standardized|duplicate_key_same_year_review
Confectionery,Chocolates,Chocolate Coated Wafers,Mini Wafer Bites,شركة نستله العربية السعودية,Tola,TOLA x 5G,2025,8176.952999999999,whitespace_cleaned:Company|sku_trailing_period_removed|company_spelling_standardized|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Milk Chocolate Minis,شركة فيرجلف السعودية للتجارة,Kinder,KINDER CREAMY 95G,2025,77007.71499999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Milk Chocolate Minis,شركة فيرجلف السعودية للتجارة,Kinder,KINDER CREAMY 95G,2025,11316.299999999992,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO ALMOND&COCONUT 230G,2025,73610.55999999994,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO ALMOND&COCONUT 230G,2025,18974.49999999996,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 150G,2025,374098.77000000153,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 150G,2025,19413.850000000017,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 30G,2025,251350.8379999994,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 30G,2025,20175.319999999985,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 80G,2025,30579.72999999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,White Chocolate Minis,شركة فيرجلف السعودية للتجارة,Raffaello,RAFFAELLO CHOCOLATE 80G,2025,7108.18,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,M&Ms,M&MS CHOCOLATE 150G,2025,75153.93499999981,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,M&Ms,M&MS CHOCOLATE 150G,2025,93390.10899999992,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,M&Ms,M&MS CHOCOLATE 45G,2025,54330.10999999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,M&Ms,M&MS CHOCOLATE 45G,2025,65427.67000000005,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 175G,2025,1405245.3739999952,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 175G,2025,180341.0159999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 37G,2025,985944.94,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 37G,2025,148652.4299999994,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 68G,2025,284033.67599999945,whitespace_cleaned:Company|duplicate_key_same_year_review
Confectionery,Chocolates,Minis & Miniatures,Candy Coated Chocolates,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Maltesers,MALTESERS CHOCOLATE 68G,2025,32575.249999999985,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO CLOMBI CAPSLE57G,2026,18972.686542999996,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO COLD BREW CAP57G,2026,23656.651886,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO ETHOPI CAPSLE57G,2026,33383.46897699997,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO LADY.CAPSULE 57G,2026,23271.225859000013,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO RWANDA CAPSLE57G,2026,27336.808150000004,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO UGANDA CAPSUL57G,2026,24940.677815999992,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة نستله العربية السعودية,Starbucks,STARBUCKS AMERICANO 102G,2025,3480.48,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة نستله العربية السعودية,Starbucks,STARBUCKS AMERICANO 102G,2025,26116.029999999988,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة نستله العربية السعودية,Starbucks,STARBUCKS CAFFE VERONA 57G,2025,9708.369999999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Coffee Capsules,Flavored Coffee Capsules,شركة نستله العربية السعودية,Starbucks,STARBUCKS CAFFE VERONA 57G,2025,61506.96000000002,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Saudi Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ARABICA 100G,2026,10457.54768900001,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Classic Roast,شركة باسمح للتوزيع التجاري,TIM HORTONS,TIM HORTONS MEDIUM ROAST 200G,2026,20710.686852000006,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Saudi Coffee,شركة ذوق للتجارة,Thouq,THOUQ ARABIC COFFEE 500G,2025,30920.153999999937,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Saudi Coffee,شركة ذوق للتجارة,Thouq,THOUQ ARABIC COFFEE 500G,2025,234433.51799999995,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Classic Roast,شركة فائق الخير لتجارة الاغذية,Abu Auf,ABU AUF COFFE PLAIN ROAST 200G,2026,814.1304200000001,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Turkish Coffee,شركة فائق الخير لتجارة الاغذية,Abu Auf,ABU AUF COFFE PLAIN ROAST 200G,2026,3256.5216689999997,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Ground Coffee & Beans,Turkish Coffee,شركة فائق الخير لتجارة الاغذية,Abu Auf,ABU AUF COFFEE PLAIN MEDU 200G,2026,2312.8520980000003,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Cocoa & Hot Chocolate,Hot Chocolate Mixes,Chocolate Mixes,شركة نستله العربية السعودية,Nesquik,NESQUIK CHOCO POWDER 500G,2025,52405.21599999997,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Cocoa & Hot Chocolate,Hot Chocolate Mixes,Chocolate Mixes,شركة نستله العربية السعودية,Nesquik,NESQUIK CHOCO POWDER 500G,2025,704624.4910000009,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 100G,2026,28200.739128999983,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 100G,2026,3252.156412999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 200G,2026,24383.478002000007,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 200G,2026,1681.7477729999996,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 50G,2026,19076.417222000026,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA CLASSIC COFFEE MILD 50G,2026,3043.4694649999974,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ARABICA 100G,2026,50157.86019800005,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ROBUSTA 100G,2026,43062.19847199995,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ROBUSTA 100G,2026,9848.156178999992,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Blend Instant Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ROBUSTA 200G,2026,32651.82657999997,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باجة للصناعات الغذائية,Baja,BAJA GOLD COFFEE ROBUSTA 200G,2026,3238.65222,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Iced Coffee Mixes,شركة باسمح للتوزيع التجاري,Cofique,COFIQUE ICED COFFEE CARAMEL 6.5G,2026,15566.539351,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Latte Coffee Mixes,شركة باسمح للتوزيع التجاري,Cofique,COFIQUE ICED COFFEE CARAMEL 6.5G,2026,9954.365366000016,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Iced Coffee Mixes,شركة باسمح للتوزيع التجاري,Cofique,COFIQUE ICED COFFEE ORIGINAL 6.5G,2026,12892.487130000003,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Latte Coffee Mixes,شركة باسمح للتوزيع التجاري,Cofique,COFIQUE ICED COFFEE ORIGINAL 6.5G,2026,7705.530553999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة باسمح للتوزيع التجاري,TIM HORTONS,TIM HORTONS MEDIUM ROAST 200G,2026,10278.869492000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,3 In 1 Coffee Mixes,شركة سعيد باوزير التجارية,Good day,GOOD DAY CAPPUCCINO COFFEE 25G,2026,168737.57896800013,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Cappuccino Coffee Mixes,شركة سعيد باوزير التجارية,Good day,GOOD DAY CAPPUCCINO COFFEE 25G,2026,115889.97024599998,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,2 In 1 Coffee Mixes,شركة سعيد باوزير التجارية,Good day,GOOD DAY NO.SUGR CAPC.COFF 13G,2026,62075.98114600003,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Cappuccino Coffee Mixes,شركة سعيد باوزير التجارية,Good day,GOOD DAY NO.SUGR CAPC.COFF 13G,2026,91603.71952300004,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO CLOMBI CAPSLE57G,2026,58998.99937799989,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO COLD BREW CAP57G,2026,51438.33859199993,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO ETHOPI CAPSLE57G,2026,65413.63461199978,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO LADY.CAPSULE 57G,2026,45402.52128499995,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO RWANDA CAPSLE57G,2026,59409.2602589999,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة سنابل المتحدة للتجارة,Roast,ROAST MAESTRO UGANDA CAPSUL57G,2026,54113.64344199985,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Classic Coffee,شركة فائق الخير لتجارة الاغذية,Abu Auf,ABU AUF COFFEE PLAIN MEDU 200G,2026,230.869557,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,3 In 1 Coffee Mixes,شركة نستله العربية السعودية,Nescafe,NESCAFE MY CUP 3in1.INTENSO20G,2026,249.895634,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,4 In 1 Coffee Mixes,شركة نستله العربية السعودية,Nescafe,NESCAFE MY CUP 3in1.INTENSO20G,2026,1738.252067,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Specialty Instant Coffee,مؤسسات سقالة التجارية,Davidoff,DAVIDOFF FINE AROMA CAFE 90G,2025,59017.02200000007,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Specialty Instant Coffee,مؤسسات سقالة التجارية,Davidoff,DAVIDOFF FINE AROMA CAFE 90G,2025,376680.953,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Specialty Instant Coffee,مؤسسات سقالة التجارية,Davidoff,DAVIDOFF RICH AROMA CAFE 90G,2025,70695.99699999997,whitespace_cleaned:Company|duplicate_key_same_year_review
Hot Beverages,Coffee,Instant Coffee & Sachets,Specialty Instant Coffee,مؤسسات سقالة التجارية,Davidoff,DAVIDOFF RICH AROMA CAFE 90G,2025,411683.0549999999,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Milk & Milk Alternatives,Concentrated Milk,Condensed Milk,Flavored Condensed Milk,شركة نستله العربية السعودية,Nestle,NESTLE CHOCO TOPING SQUEZ 450G,2026,119348.58176899952,whitespace_cleaned:Company|duplicate_key_same_year_review
Milk & Milk Alternatives,Concentrated Milk,Condensed Milk,Squeezable Condensed Milk,شركة نستله العربية السعودية,Nestle,NESTLE CHOCO TOPING SQUEZ 450G,2026,21738.043377999995,whitespace_cleaned:Company|duplicate_key_same_year_review
Milk & Milk Alternatives,Concentrated Milk,Condensed Milk,Flavored Condensed Milk,شركة نستله العربية السعودية,Nestle,NESTLE PISCH TOPING SQUEZ 450G,2026,161153.8267849999,whitespace_cleaned:Company|duplicate_key_same_year_review
Milk & Milk Alternatives,Concentrated Milk,Condensed Milk,Squeezable Condensed Milk,شركة نستله العربية السعودية,Nestle,NESTLE PISCH TOPING SQUEZ 450G,2026,22024.33033199999,whitespace_cleaned:Company|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Whiskas,WHISKAS BEEF.N'GRAVY 4X80G SO,2025,5721.360999999992,whitespace_cleaned:Company|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة مارس السعودية العربية للتجارة المحدودة - شركة شخص واحد,Whiskas,WHISKAS BEEF.N'GRAVY 4X80G SO,2025,45359.619,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD CHICKEN 85G,2025,10965.980000000014,whitespace_cleaned:Company|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD CHICKEN 85G,2025,61391.98999999995,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD W/SALMON 85G,2025,10956.920000000013,whitespace_cleaned:Company|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Wet Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD W/SALMON 85G,2025,75758.98000000007,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Dry Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD W/TUNA 85G,2025,76.51,whitespace_cleaned:Company|duplicate_key_same_year_review
Pet Supplies,Pet Food,Cat Foods,Dry Cat Food,شركة نستله العربية السعودية,Felix,FELIX CAT FOOD W/TUNA 85G,2025,12724.18,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Seven Spices,شركة اسماعيل علي أبوداود المحدودة,Majdi,MAJDI 7.SPICES SEASONING 230G,2025,8105.289999999984,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Seven Spices,شركة اسماعيل علي أبوداود المحدودة,Majdi,MAJDI 7.SPICES SEASONING 230G,2025,78464.25800000006,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Meat Spices,شركة اسماعيل علي أبوداود المحدودة,Majdi,MAJDI MEAT SPICES 100G,2025,1725.590999999999,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Meat Spices,شركة اسماعيل علي أبوداود المحدودة,Majdi,MAJDI MEAT SPICES 100G,2025,17968.900000000005,whitespace_cleaned:Company|sku_trailing_period_removed|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Biryani Masala,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY 7 SPICES 220G,2026,45835.92165499999,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Seven Spices,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY 7 SPICES 220G,2026,14644.330070000007,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Chicken Spices,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY QASIM WHITE SESNG 184G,2026,1584.7825770000004,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,White Spices,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY QASIM WHITE SESNG 184G,2026,391.30434,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Mixed Spices,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY SUIRACHA SEASONING109G,2026,6748.695363000002,whitespace_cleaned:Company|duplicate_key_same_year_review
Spices & Seasonings,Seasonings,Mixed Seasonings,Seven Spices,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,Freshly,FRESHLY SUIRACHA SEASONING109G,2026,21337.82543000003,whitespace_cleaned:Company|duplicate_key_same_year_review
